pdb,poserank,RMSD
6np2,3,7.59
6np2,4,9.27
6np2,5,7.89
6np2,6,7.73
6np2,7,9.06
6np2,8,7.93
6np2,9,8.14
6np2,10,8.04
2wlz,1,1.1
2wlz,2,7.25
2wlz,3,7.26
2wlz,4,6.49
2wlz,5,7.49
2wlz,6,6.98
2wlz,7,4.41
2wlz,8,6.35
2wlz,9,7.31
2wlz,10,6.38
3bxh,1,1.35
3bxh,2,0.83
3bxh,3,2.13
3bxh,4,5.58
3bxh,5,5.49
3bxh,6,2.9
3bxh,7,2.73
3bxh,8,3.31
3bxh,9,5.43
3bxh,10,5.8
2nmx,1,2.74
2nmx,2,2.74
2nmx,3,1.05
2nmx,4,2.31
2nmx,5,2.14
2nmx,6,2.63
2nmx,7,1.72
2nmx,8,7.07
2nmx,9,7.23
2nmx,10,6.68
2vpo,1,0.2
2vpo,2,3.17
2vpo,3,2.99
2vpo,4,4.27
2vpo,5,3.33
2vpo,6,7.5
2vpo,7,8.13
2vpo,8,8.06
2vpo,9,8.21
2vpo,10,8.29
3d52,1,4.95
3d52,2,5.26
3d52,3,6.79
3d52,4,3.98
3d52,5,2.1
3d52,6,1.45
3d52,7,4.75
3d52,8,7.62
3d52,9,6.91
3d52,10,5.72
1ftm,1,0.35
1ftm,2,2.17
1ftm,3,4.75
1ftm,4,4.87
1ftm,5,1.58
1ftm,6,4.8
1ftm,7,4.7
1ftm,8,5.03
1ftm,9,5.14
1ftm,10,4.4
6g5u,1,2.51
6g5u,2,1.9
6g5u,3,0.84
6g5u,4,6.3
6g5u,5,6.11
6g5u,6,6.95
6g5u,7,7.7
6g5u,8,6.03
6g5u,9,7.26
3m3x,1,5.92
3m3x,2,6.48
3m3x,3,5.36
3m3x,4,4.57
3m3x,5,4.93
3m3x,6,4.83
3m3x,7,4.83
3m3x,8,4.6
3m3x,9,8.88
3m3x,10,8.74
3n9r,10,5.16
2d0k,6,4.86
4cwr,1,7.11
4cwr,2,7.09
4cwr,3,0.19
4cwr,4,7.38
4cwr,5,4.11
4cwr,6,7.04
4cwr,7,6.17
4cwr,8,6.56
4cwr,9,3.19
2qu6,1,1.13
2qu6,2,1.9
2qu6,3,5.74
2qu6,4,12.62
2qu6,5,5.79
2qu6,6,12.42
2qu6,7,13.56
2qu6,8,6.5
2qu6,9,12.65
2qu6,10,6.71
6nu5,1,1.93
6nu5,2,0.9
6nu5,3,1.36
6nu5,4,3.1
6nu5,5,3.23
6nu5,6,6.56
6nu5,7,2.92
6nu5,8,5.56
6nu5,9,6.91
6nu5,10,2.84
5nw7,1,0.91
5nw7,2,1.15
5nw7,3,1.16
5nw7,4,2.23
5nw7,5,2.49
5nw7,6,4.43
5nw7,7,2.4
5nw7,8,3.86
5nw7,9,5.78
5nw7,10,5.51
2p53,1,1.18
2p53,2,7.13
2p53,3,2.04
2p53,4,2.67
2p53,5,7.08
2p53,6,6.9
2p53,7,3.6
2p53,8,6.68
2p53,9,6.96
3kdc,1,0.6
3kdc,2,0.53
3kdc,3,10.62
3kdc,4,9.94
3kdc,5,8.64
3kdc,6,10.14
3kdc,7,10.35
3kdc,8,3.55
3kdc,9,10.11
3kdc,10,9.08
5uoo,1,0.4
5uoo,2,6.29
5uoo,3,6.65
5uoo,4,6.47
5uoo,5,2.02
5uoo,6,7.51
5uoo,7,6.93
5uoo,8,6.88
5uoo,9,7.32
5uoo,10,6.91
6ht1,1,1.87
6ht1,2,2.27
6ht1,3,1.4
6ht1,4,1.73
6ht1,5,3.6
6ht1,6,4.58
6ht1,7,11.55
6ht1,8,4.55
6ht1,9,11.74
6ht1,10,11.76
2w5g,1,3.16
2w5g,2,3.52
2w5g,3,10.39
2w5g,4,9.64
2w5g,5,10.48
2w5g,6,7.93
2w5g,7,10.16
2w5g,8,3.29
2w5g,9,7.98
2w5g,10,7.9
5ya5,1,0.43
5ya5,2,1.37
5ya5,3,3.27
5ya5,4,7.0
5ya5,5,1.75
5ya5,6,4.83
5ya5,7,9.62
5ya5,8,5.2
5ya5,9,5.42
5ya5,10,5.31
2vfk,1,7.36
2vfk,2,6.85
2vfk,3,6.89
2vfk,4,8.38
2vfk,5,4.8
2vfk,6,5.01
2vfk,7,2.53
2vfk,8,3.85
2vfk,9,3.36
2vfk,10,5.74
4ncn,1,0.55
4ncn,2,2.41
4ncn,3,5.27
4ncn,4,3.26
4ncn,5,4.74
4ncn,6,6.4
4ncn,7,5.62
4ncn,8,6.5
4ncn,9,3.44
4ncn,10,5.21
1jqy,1,5.52
1jqy,2,1.69
1jqy,3,3.24
1jqy,4,4.82
1jqy,5,2.38
1jqy,6,3.94
1jqy,7,2.97
1jqy,8,3.69
1jqy,9,3.56
1jqy,10,4.74
1w4o,1,0.57
1w4o,2,2.22
1w4o,3,2.58
1w4o,4,5.56
1w4o,5,6.28
1w4o,6,3.8
1w4o,7,6.91
1w4o,8,4.61
1w4o,9,8.26
1w4o,10,6.06
3gqz,1,6.6
3gqz,2,6.85
3gqz,3,6.87
3gqz,4,5.95
3gqz,5,6.65
3gqz,6,5.91
3gqz,7,4.61
3gqz,8,1.44
3gqz,9,4.73
3gqz,10,2.3
1bnu,1,1.06
1bnu,2,1.1
1bnu,3,3.32
1bnu,4,3.69
1bnu,5,4.02
1bnu,6,3.55
1bnu,7,6.84
1bnu,8,7.11
1bnu,9,7.05
1bnu,10,7.21
1g2l,1,1.29
1g2l,2,1.1
1g2l,3,1.91
1g2l,4,2.74
1g2l,5,2.92
1g2l,6,3.39
1g2l,7,3.58
1g2l,8,4.26
1g2l,9,9.71
1g2l,10,2.49
5lz4,1,0.88
5lz4,2,2.01
5lz4,3,7.79
5lz4,4,7.97
5lz4,5,5.52
5lz4,6,5.85
5lz4,7,6.95
5lz4,8,6.71
5lz4,9,6.33
5lz4,10,7.28
5efh,1,2.43
5efh,2,1.64
5efh,3,1.4
5efh,4,8.51
5efh,5,8.72
5efh,6,8.49
5efh,7,8.25
5efh,8,8.76
5efh,9,5.03
5efh,10,8.1
5ljq,1,4.61
5ljq,2,4.57
5ljq,3,4.6
5ljq,4,1.21
5ljq,5,1.57
5ljq,6,5.94
5ljq,7,5.42
5ljq,8,4.44
5ljq,9,3.21
5ljq,10,9.26
4iie,1,3.18
4iie,2,1.53
4iie,3,3.44
4iie,4,4.71
4iie,5,4.45
4iie,6,5.6
4iie,7,5.71
4iie,8,5.63
4iie,9,4.9
4iie,10,5.85
2xd9,1,0.32
3v2p,1,2.59
3v2p,2,2.67
3v2p,3,3.55
3v2p,5,12.63
3v2p,6,12.37
3v2p,7,12.57
3v2p,8,12.18
3v2p,10,4.51
4xu1,1,0.18
4xu1,2,1.82
4xu1,3,2.19
4xu1,4,2.67
4xu1,5,5.27
4xu1,6,5.14
4xu1,7,5.22
4xu1,8,3.11
4xu1,9,4.24
4xu1,10,6.11
4jxs,1,2.03
4jxs,2,3.03
4jxs,3,2.73
4jxs,4,8.19
4jxs,5,2.4
4jxs,6,2.54
4jxs,7,2.53
4jxs,8,3.18
4jxs,9,2.65
4jxs,10,7.94
6mh1,1,4.24
6mh1,2,4.26
6mh1,3,7.14
6mh1,4,5.56
6mh1,5,5.72
6mh1,6,1.84
6mh1,7,6.96
6mh1,8,6.74
6mh1,9,6.16
3fuz,1,2.17
3fuz,2,0.45
3fuz,3,2.17
3fuz,4,4.55
3fuz,5,4.09
3fuz,6,4.33
3fuz,7,2.67
3fuz,8,5.07
3fuz,9,3.68
3fuz,10,4.37
3f19,1,2.01
3f19,2,1.97
3f19,3,3.11
3f19,4,1.69
3f19,5,3.8
3f19,6,6.02
3f19,7,3.29
3f19,8,2.0
3f19,9,2.45
3f19,10,3.74
3zsx,1,5.44
3zsx,2,4.61
3zsx,3,4.74
3zsx,4,2.04
3zsx,5,4.64
3zsx,6,3.62
3zsx,7,4.76
3zsx,8,3.35
3zsx,9,4.38
3zsx,10,5.09
1u1w,1,0.17
1u1w,2,3.33
1u1w,3,3.59
1u1w,4,2.44
1u1w,5,2.89
1u1w,6,3.29
1u1w,7,4.19
1u1w,8,2.89
1u1w,9,4.19
6hni,1,0.16
6hni,2,0.2
6hni,3,6.11
6hni,4,1.34
4f9u,1,7.34
4f9u,2,6.16
4f9u,3,7.22
4f9u,4,1.78
4f9u,5,6.57
4f9u,6,2.84
4f9u,7,2.72
4f9u,8,1.92
4f9u,9,6.93
4f9u,10,1.83
3r24,1,1.03
3r24,2,2.23
3r24,3,2.05
3r24,4,4.04
3r24,5,8.81
3r24,6,9.68
3r24,7,9.22
3r24,8,2.65
1dif,1,0.27
1dif,2,11.62
1dif,3,1.99
1dif,4,11.96
1dif,5,11.75
1dif,6,3.84
1dif,7,4.1
1dif,8,11.63
1dif,9,2.55
1dif,10,3.99
5ayt,1,6.77
5ayt,2,6.52
5ayt,3,3.26
5ayt,4,2.39
5ayt,5,6.6
5ayt,6,6.87
5ayt,7,3.74
5ayt,8,1.94
5ayt,9,1.86
5ayt,10,3.11
6fz4,1,6.34
6fz4,2,6.15
6fz4,3,6.35
6fz4,4,6.37
6fz4,5,5.63
6fz4,6,6.6
6fz4,7,1.59
6fz4,8,3.91
6fz4,9,7.99
6fz4,10,6.31
3kjd,1,3.55
3kjd,2,1.21
3kjd,3,1.89
3kjd,4,3.32
3kjd,5,2.71
3kjd,6,5.33
3kjd,7,8.02
3kjd,8,7.2
3kjd,9,2.48
3kjd,10,7.67
4k6i,1,0.44
6i61,1,1.09
6i61,2,1.09
6i61,3,1.1
6i61,4,0.47
6i61,5,0.45
4uj2,1,1.4
4uj2,2,8.04
4uj2,3,8.46
4uj2,4,8.36
4uj2,5,8.1
4uj2,6,9.64
4uj2,7,6.99
4uj2,8,8.71
4uj2,9,7.84
4uj2,10,7.75
1n3i,1,0.52
1n3i,2,3.01
1n3i,3,2.59
1n3i,4,6.13
1n3i,5,6.02
1n3i,6,3.26
1n3i,7,6.49
1n3i,8,6.12
1n3i,9,2.9
1n3i,10,6.44
2vj8,1,0.67
2vj8,2,2.45
2vj8,3,2.08
2vj8,4,6.11
2vj8,5,2.18
2vj8,6,1.68
2vj8,7,3.08
2vj8,8,2.55
2vj8,9,10.22
1tx7,1,1.15
1tx7,2,1.13
1tx7,3,0.42
1tx7,4,2.02
1tx7,5,5.25
1tx7,6,4.32
1tx7,7,5.07
1tx7,8,3.95
1tx7,9,2.41
1tx7,10,5.95
4o6w,1,4.43
4o6w,2,2.7
4o6w,3,4.1
4o6w,4,5.37
4o6w,5,2.21
4o6w,6,4.07
4o6w,7,3.2
4o6w,8,4.2
4o6w,9,3.38
4o6w,10,3.01
4ymh,1,0.43
4ymh,2,4.06
4ymh,3,3.64
4ymh,4,8.48
4ymh,5,8.24
4ymh,6,3.95
4ymh,7,3.96
4ymh,8,2.58
4ymh,9,5.79
4ymh,10,3.09
3ozg,1,5.61
3ozg,2,5.45
3ozg,3,5.35
3ozg,4,4.71
3ozg,5,5.13
3ozg,6,5.57
3ozg,7,4.07
3ozg,8,5.17
3ozg,9,7.34
3ozg,10,6.58
3f18,1,1.94
3f18,2,1.91
3f18,3,3.47
3f18,4,3.59
3f18,5,3.56
3f18,6,2.84
3f18,7,2.53
3f18,8,4.02
3f18,9,4.37
3f18,10,3.05
3pww,1,0.61
3pww,2,4.69
3pww,3,3.17
3pww,4,5.93
3pww,5,4.31
3pww,6,9.92
3pww,7,11.22
3pww,8,3.18
3pww,9,10.36
3pww,10,9.63
5ty9,1,4.76
5ty9,2,2.87
5ty9,3,0.51
5ty9,4,2.34
5ty9,5,5.85
5ty9,6,5.02
5ty9,7,3.01
5ty9,8,5.39
5ty9,9,2.51
5ty9,10,5.15
3wjw,1,0.48
3wjw,2,1.8
3wjw,3,1.36
3wjw,4,6.35
3wjw,5,6.46
3wjw,6,1.87
3wjw,7,6.13
3wjw,8,6.33
3wjw,9,2.99
4rww,1,0.23
4rww,2,6.76
4rww,3,6.66
4rww,4,7.06
4ih5,1,1.62
4ih5,2,3.1
4ih5,3,5.62
4ih5,4,2.29
4ih5,5,5.7
4ih5,6,5.77
4ih5,7,1.87
4ih5,8,2.89
4ih5,9,5.64
4ih5,10,2.53
4kfq,1,0.36
4kfq,2,2.7
4kfq,3,2.72
4kfq,4,4.1
4kfq,5,3.92
4kfq,6,4.68
4kfq,7,7.32
4kfq,8,4.65
4kfq,9,2.74
4kfq,10,5.48
3kgu,1,6.82
3kgu,2,6.68
3kgu,3,0.64
3kgu,4,2.33
3kgu,5,0.74
3kgu,6,6.59
3kgu,7,6.56
3kgu,8,6.87
3kgu,9,7.13
4de0,1,8.12
4de0,2,2.13
4de0,3,4.52
4de0,4,0.45
4de0,5,2.28
4de0,6,8.17
4de0,7,7.51
4de0,8,7.8
4de0,9,5.34
4de0,10,7.49
1xq0,1,3.08
1xq0,2,4.76
1xq0,3,4.66
1xq0,4,2.39
1xq0,5,4.78
1xq0,6,3.89
1xq0,7,3.86
1xq0,8,6.01
1xq0,9,3.11
1xq0,10,4.58
1mai,1,0.76
1mai,2,2.13
1mai,3,9.24
1mai,4,4.5
1mai,5,4.39
1mai,6,8.09
1mai,7,9.02
1mai,8,7.98
1mai,9,9.24
5za8,1,0.93
5za8,2,2.46
5za8,3,1.18
5za8,4,2.76
5za8,5,6.87
5za8,6,3.1
5za8,7,3.5
5za8,8,6.95
5za8,9,2.89
5za8,10,6.68
3ebo,1,6.59
3ebo,2,6.74
3ebo,3,0.67
3ebo,4,0.69
3ebo,5,5.97
3ebo,6,2.83
3ebo,7,5.79
3ebo,8,5.77
3ebo,9,2.26
3ebo,10,7.29
2pwd,1,2.21
2pwd,2,4.27
2pwd,3,4.89
2pwd,4,5.61
2pwd,5,4.75
2pwd,6,3.99
2pwd,7,3.59
2pwd,8,5.98
2pwd,9,4.03
2pwd,10,4.25
4i8w,1,3.51
4i8w,2,1.41
4i8w,3,4.04
4i8w,4,5.28
4i8w,5,9.71
4i8w,6,9.7
4i8w,7,9.52
4i8w,8,9.71
4i8w,9,3.11
4i8w,10,4.36
5mxf,1,0.25
5mxf,2,3.34
5mxf,3,1.63
5mxf,4,3.05
5mxf,5,1.5
5mxf,6,3.51
5mxf,7,2.53
5mxf,8,3.18
5mxf,9,3.3
5mxf,10,3.52
6fba,1,2.45
6fba,2,2.47
6fba,3,1.66
6fba,4,1.65
6fba,5,4.04
6fba,6,0.39
6fba,7,4.08
4y0a,1,0.76
4y0a,2,2.05
4y0a,3,0.77
4y0a,4,2.79
4y0a,5,3.23
4y0a,6,9.55
4y0a,7,4.05
4y0a,8,8.62
4y0a,9,3.98
4y0a,10,3.83
4de1,1,1.2
4de1,2,1.83
4de1,3,4.54
4de1,4,4.4
4de1,5,6.13
4de1,6,8.53
4de1,7,8.47
4de1,8,8.62
4de1,9,2.13
4de1,10,8.7
2reg,1,0.21
2reg,2,0.24
2reg,3,0.71
2reg,4,2.96
2reg,5,2.97
2reg,6,2.94
2reg,7,1.7
2reg,8,2.71
4br3,1,3.15
4br3,2,2.66
4br3,3,3.39
4br3,4,2.19
4br3,5,1.87
4br3,6,1.43
4br3,7,10.86
4br3,8,10.15
4br3,9,11.04
4br3,10,11.55
3q2j,2,2.73
3gc5,1,0.4
3gc5,2,2.14
3gc5,3,4.55
3gc5,4,5.88
3gc5,5,6.06
3gc5,6,5.59
3gc5,7,5.76
3gc5,8,4.83
2i3h,1,0.5
2i3h,2,1.53
2i3h,3,1.69
2i3h,4,2.35
2i3h,5,8.8
2i3h,6,6.0
2i3h,7,8.69
2i3h,8,10.3
2i3h,9,8.63
5jq5,1,1.44
5jq5,2,6.01
5jq5,3,2.99
5jq5,4,7.95
5jq5,5,2.4
5jq5,6,2.41
5jq5,7,7.88
5jq5,8,7.48
5jq5,9,3.5
5jq5,10,4.7
6gnw,1,5.07
6gnw,2,4.47
6gnw,3,3.18
6gnw,4,3.27
6gnw,5,1.59
6gnw,6,1.31
6gnw,7,4.57
6gnw,8,5.21
6gnw,9,5.33
6gnw,10,5.06
4q0k,1,0.39
4q0k,2,0.33
4q0k,3,5.31
4q0k,4,3.8
4q0k,5,3.74
4q0k,6,5.12
4q0k,7,5.81
4q0k,8,4.96
4q0k,9,5.82
4q0k,10,5.69
4e67,1,2.79
4e67,2,4.04
4e67,3,3.83
4e67,4,4.98
4e67,5,4.21
4e67,6,4.39
4e67,7,4.03
4e67,8,5.33
4e67,9,4.85
4e67,10,2.74
2pqz,1,1.13
2pqz,2,0.61
2pqz,3,4.46
2pqz,4,4.74
2pqz,5,1.31
2pqz,6,4.48
2pqz,7,4.72
2pqz,8,4.79
2pqz,9,4.17
2pqz,10,5.19
3lp4,1,2.1
3lp4,2,1.0
3lp4,3,2.28
3lp4,4,1.71
3lp4,5,1.95
3lp4,6,3.77
3lp4,7,3.75
3lp4,8,3.27
3lp4,9,3.63
3lp4,10,2.96
2q7q,1,1.15
2q7q,2,1.17
2q7q,3,0.69
2q7q,4,4.08
2q7q,5,4.06
2q7q,6,4.04
2q7q,7,4.05
2q7q,8,3.13
2q7q,9,4.38
5mpz,1,5.95
5mpz,2,2.92
5mpz,3,3.25
5mpz,4,6.06
5mpz,5,6.29
5mpz,6,5.79
5mpz,7,4.02
5mpz,8,5.4
5mpz,9,1.3
4sga,1,0.42
4sga,2,1.28
4sga,3,6.77
4sga,4,9.25
4sga,5,8.95
4sga,6,8.71
4sga,7,8.91
4sga,8,3.39
4sga,9,7.69
4sga,10,6.92
3hzv,1,2.38
3hzv,2,5.24
3hzv,3,4.38
3hzv,4,5.31
3hzv,5,5.35
3hzv,6,4.94
3hzv,7,4.62
3hzv,8,3.85
3hzv,9,6.58
3hzv,10,6.11
2bak,1,2.09
2bak,2,3.62
2bak,3,1.22
2bak,4,3.12
2bak,5,4.23
2bak,6,5.22
2bak,7,4.3
2bak,8,13.88
2bak,9,9.45
2bak,10,7.48
5i7y,1,3.04
5i7y,2,0.74
5i7y,3,1.44
5i7y,4,3.45
5i7y,7,7.59
3uri,1,11.03
3uri,3,12.06
3uri,4,14.31
3uri,5,13.93
3uri,6,11.91
3uri,7,13.28
3uri,8,12.58
3uri,9,12.8
3uri,10,13.33
1yvm,1,2.91
1yvm,2,0.82
1yvm,3,1.46
1yvm,4,0.74
1yvm,5,3.99
1yvm,6,1.7
1yvm,7,1.9
1yvm,8,3.86
1yvm,9,4.31
1yvm,10,2.08
4djv,1,0.33
4djv,2,1.87
4djv,3,5.75
4djv,4,7.54
4djv,5,2.28
4djv,6,8.66
4djv,7,7.72
4djv,8,6.19
4djv,9,8.08
4djv,10,2.54
4r73,1,0.2
4r73,2,2.55
4r73,3,1.62
4r73,4,2.45
4r73,5,2.27
4r73,6,4.28
4r73,7,5.73
4r73,8,5.26
4r73,9,5.74
4r73,10,5.01
2qbu,1,0.25
2qbu,2,2.21
2qbu,3,2.88
2qbu,4,4.05
2qbu,5,3.9
2qbu,6,8.34
2qbu,7,7.81
2qbu,8,8.55
2qbu,9,6.33
2qbu,10,8.96
4rn4,1,7.28
4rn4,2,7.32
4rn4,3,8.48
4rn4,4,8.51
4rn4,5,5.97
4rn4,6,8.63
4rn4,7,8.52
4rn4,8,4.47
4rn4,9,5.98
4rn4,10,6.37
6ixd,1,3.5
6ixd,2,2.67
6ixd,3,3.05
6ixd,4,3.61
6ixd,5,3.66
6ixd,6,9.0
6ixd,7,2.43
6ixd,8,7.76
6ixd,9,15.02
6ixd,10,8.6
3zbx,1,0.27
3zbx,2,6.07
3zbx,3,6.09
3zbx,4,7.3
3zbx,5,2.86
3zbx,6,6.75
3zbx,7,6.37
3zbx,8,9.19
3zbx,9,6.58
2ptz,1,1.37
2ptz,2,1.53
2ptz,3,7.31
2ptz,4,7.33
2ptz,5,7.31
2ptz,6,6.98
2ptz,7,6.41
2ptz,8,7.09
2ptz,9,3.4
2ptz,10,6.71
1qbu,1,4.93
1qbu,2,10.7
1qbu,3,0.45
1qbu,4,9.85
1qbu,5,5.42
1qbu,6,9.57
1qbu,7,10.46
1qbu,8,9.08
1qbu,9,4.86
1qbu,10,2.16
4baq,1,0.29
4baq,2,1.62
4baq,3,2.53
4baq,4,4.49
4baq,5,4.25
4baq,6,7.56
4baq,7,7.09
4baq,8,5.59
4baq,9,5.15
2vvn,1,0.26
2vvn,2,6.21
2vvn,3,5.9
2vvn,4,2.93
2vvn,5,4.31
2vvn,6,5.67
2vvn,7,8.12
2vvn,8,6.91
2vvn,9,8.32
4zip,1,1.23
4zip,2,0.68
4zip,3,2.88
4zip,4,1.21
4zip,5,10.16
4zip,6,2.68
4zip,7,9.42
4zip,8,5.8
4zip,9,10.03
4zip,10,11.04
6r1a,1,2.6
6r1a,2,2.87
6r1a,3,1.2
6r1a,4,0.67
6r1a,5,6.8
6r1a,6,2.92
6r1a,7,7.31
6r1a,8,3.76
6r1a,9,3.45
6r1a,10,6.99
3b68,1,0.72
3b68,2,1.05
3b68,3,2.1
1v2k,1,0.19
1v2k,2,9.0
1v2k,3,1.69
1v2k,4,8.97
1v2k,5,10.42
1v2k,6,10.71
1v2k,7,10.68
1v2k,8,2.27
1v2k,9,1.84
1v2k,10,9.96
4b8y,4,6.71
4b8y,7,1.48
4b8y,8,2.93
6e23,1,0.36
6e23,2,7.98
6e23,3,8.13
6e23,4,6.31
6e23,5,8.05
6e23,6,6.8
6e23,7,8.28
6e23,8,6.86
6e23,9,8.66
6e23,10,8.41
4bs0,1,0.42
4bs0,2,4.33
4bs0,3,4.69
4bs0,4,2.06
4bs0,5,2.48
4bs0,6,4.26
4bs0,7,4.47
4bs0,8,3.87
4bs0,9,7.64
4bs0,10,7.1
3nkk,1,0.75
3nkk,2,2.03
3nkk,3,4.29
3nkk,4,4.59
3nkk,5,4.76
3nkk,6,2.65
3nkk,7,2.06
3nkk,8,3.9
3nkk,9,4.74
6fui,1,0.25
6fui,2,1.88
6fui,3,5.34
6fui,4,5.73
6fui,5,5.09
6fui,6,5.3
6fui,7,5.51
6fui,8,5.11
6fui,9,7.16
6fui,10,2.81
5u12,1,1.69
5u12,2,0.77
5u12,3,6.3
5u12,4,2.04
5u12,5,2.74
5u12,6,2.77
5u12,7,2.6
5u12,8,6.73
5u12,9,5.75
5n34,1,3.0
5n34,2,2.39
5n34,3,10.03
5n34,4,9.4
5n34,5,4.92
5n34,6,6.49
5n34,7,9.9
5n34,8,6.18
5n34,9,8.71
5n34,10,9.92
4loi,1,0.22
4loi,2,6.99
3hb4,1,2.1
3hb4,2,1.55
3hb4,3,0.64
3hb4,4,1.68
3hb4,5,10.04
3hb4,6,10.02
3hb4,7,9.95
3hb4,8,9.72
3hb4,9,10.32
3hb4,10,6.01
6ayi,1,0.63
6ayi,2,0.68
6ayi,3,3.32
6ayi,4,1.76
6ayi,5,3.28
6ayi,6,3.18
6ayi,7,1.86
6qln,1,8.41
6qln,2,7.65
6qln,3,8.73
6qln,4,6.45
6qln,5,10.22
6qln,6,7.36
6qln,7,8.7
6qln,8,9.81
6qln,9,10.26
6qln,10,1.62
1sqo,1,0.43
1sqo,2,6.35
1sqo,3,5.97
1sqo,4,2.25
1sqo,5,7.23
1sqo,6,5.74
1sqo,7,6.1
1sqo,8,6.4
1sqo,9,6.08
1sqo,10,6.11
2nsl,1,0.99
2nsl,2,1.32
2nsl,3,6.94
2nsl,4,2.28
2nsl,5,3.71
2nsl,6,3.37
2nsl,7,3.53
2nsl,8,7.35
1owh,1,2.34
1owh,2,9.67
1owh,3,0.64
1owh,4,9.61
1owh,5,9.62
1owh,6,9.67
1owh,7,1.6
1owh,8,9.67
1owh,9,2.3
1d4h,1,0.38
1d4h,2,10.65
1d4h,3,4.16
1d4h,4,1.65
1d4h,5,10.14
1d4h,6,5.04
1d4h,7,9.71
1d4h,8,5.91
1d4h,9,9.02
1d4h,10,10.67
6gnp,1,5.84
6gnp,2,5.92
6gnp,3,6.08
6gnp,5,5.27
6gnp,6,5.94
6gnp,7,5.19
6gnp,9,4.39
6ecz,1,1.87
6ecz,2,1.99
6ecz,3,1.42
6ecz,4,1.58
6ecz,5,6.6
6ecz,6,3.53
6ecz,7,6.68
6ecz,8,3.55
6ecz,9,8.0
6ecz,10,7.99
6i64,1,0.79
6i64,2,0.81
6i64,3,0.78
6i64,4,0.45
6i64,5,0.4
6i64,6,1.79
6i64,7,2.09
5lwd,1,3.37
5lwd,2,9.78
5lwd,3,9.12
5lwd,4,9.84
5lwd,5,4.59
5lwd,6,2.3
5lwd,7,9.5
5lwd,8,9.23
5lwd,9,6.21
5lwd,10,7.49
4dld,1,0.61
4dld,2,4.4
4dld,3,7.33
4dld,4,5.46
4dld,5,3.43
4dld,6,6.84
4dld,7,6.46
4dld,8,6.38
4dld,9,5.46
4dld,10,6.19
5e2k,1,1.67
5e2k,2,1.68
5e2k,3,1.38
5e2k,4,1.35
5e2k,5,0.5
5e2k,6,6.66
5e2k,7,6.66
5e2k,8,1.5
5e2k,9,2.0
5e2k,10,6.64
6j0o,1,7.88
6j0o,2,5.38
6j0o,3,4.32
6j0o,4,3.65
6j0o,5,5.05
6j0o,6,8.04
6j0o,7,3.58
6j0o,8,8.09
6j0o,9,2.68
6j0o,10,0.42
5h1t,1,4.61
5h1t,2,4.9
5h1t,3,0.72
5h1t,4,4.47
5h1t,5,3.41
5h1t,6,4.61
5h1t,7,6.65
5h1t,8,4.23
5h1t,9,4.64
5h1t,10,4.68
2oym,1,0.92
2oym,2,5.53
2oym,3,10.33
2oym,4,2.74
2oym,5,3.01
2oym,6,3.22
2oym,7,2.46
2oym,8,10.26
2oym,9,2.45
2oym,10,2.86
6phx,1,0.57
6phx,2,2.51
6phx,3,2.51
6phx,4,2.65
6phx,5,3.93
6phx,6,2.91
6phx,7,3.61
6phx,8,3.37
6phx,9,7.08
6phx,10,7.36
5btx,1,3.92
5btx,2,0.48
5btx,3,8.83
5btx,4,10.05
5btx,5,8.94
5btx,6,3.25
5btx,7,8.47
5btx,8,3.82
5btx,9,4.3
5btx,10,5.17
2whp,1,2.97
2whp,2,1.85
2whp,3,1.87
2whp,4,7.06
2whp,5,7.01
2whp,6,6.88
2whp,7,7.22
2whp,8,8.93
2whp,9,6.59
2whp,10,4.97
2zda,1,0.46
2zda,2,0.43
2zda,3,1.73
2zda,4,2.99
2zda,5,3.83
2zda,6,3.65
2zda,7,4.38
2zda,8,8.04
2zda,9,2.94
2zda,10,4.09
1g2k,1,0.55
1g2k,2,1.69
1g2k,3,10.32
1g2k,4,8.22
1g2k,5,10.7
1g2k,6,6.75
1g2k,7,5.26
1g2k,8,5.37
1g2k,9,7.74
1g2k,10,6.26
4qdk,1,1.04
4qdk,2,3.49
4qdk,3,8.53
1hee,1,0.62
1hee,2,0.65
1hee,3,5.88
1hee,4,6.43
1hee,5,6.43
1hee,6,1.83
1hee,7,1.56
1hee,8,1.84
1hee,9,2.72
1hee,10,5.74
6fnq,1,0.58
6fnq,2,4.95
6fnq,3,4.9
6fnq,4,10.23
6fnq,5,10.63
6fnq,6,2.43
6fnq,7,7.98
6fnq,8,8.31
6fnq,9,8.23
6fnq,10,9.97
1o0f,1,4.07
1o0f,2,1.49
1o0f,3,6.93
1o0f,4,9.28
1o0f,5,7.06
1o0f,6,8.97
1o0f,7,3.62
1o0f,8,2.82
1o0f,9,8.06
1o0f,10,8.04
6f20,1,1.32
6f20,2,3.05
6f20,3,1.7
6f20,4,5.48
6f20,5,5.7
6f20,6,5.38
6f20,7,4.43
6f20,8,3.86
6f20,9,6.16
6f20,10,5.56
6gdy,1,4.5
6gdy,2,2.09
6gdy,3,1.53
6gdy,4,4.48
6gdy,5,4.47
6gdy,6,2.17
6gdy,7,2.31
6gdy,8,4.87
6gdy,9,4.01
4jkw,1,1.42
4jkw,2,2.48
4jkw,3,4.29
4jkw,4,4.35
4jkw,5,3.89
4jkw,6,4.21
4jkw,7,2.52
