PDB code,Protein name
1usk,LEUCINE-SPECIFIC BINDING PROTEIN
1yvm,METHIONINE AMINOPEPTIDASE
2y8c,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE
2zdl,TRYPSIN
3arq,CHITINASE A
3k1j,ATP-DEPENDENT PROTEASE LON
3kmc,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17"
3s72,CARBONIC ANHYDRASE 2
3tf6,NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN
3zll,GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE
4cga,CHOLINE KINASE ALPHA
4eu0,PELD
4je7,PEPTIDE DEFORMYLASE 1A
4mss,BETA-HEXOSAMINIDASE 1
4xy8,BROMODOMAIN-CONTAINING PROTEIN 9
5g61,"ABC TRANSPORTER, SUBSTRATE-BINDING PROTEIN"
5hz8,FATTY ACID-BINDING PROTEIN
5l8y,PHOSPHODIESTERASE
5uk8,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE"
6f92,"PUTATIVE ALPHA-1,2-MANNOSIDASE"
6g5u,CARBONIC ANHYDRASE 13
6gvz,CAPSID PROTEIN VP1
6idb,HEMAGGLUTININ HA1 CHAIN
1syh,GLUTAMATE RECEPTOR 2
2cgf,HEAT SHOCK PROTEIN HSP90
2qnp,HIV-1 PROTEASE
2xxx,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 2"
2zdm,TRYPSIN
3k5x,DIPEPTIDASE
3r17,CARBONIC ANHYDRASE 2
5ihh,TRANSTHYRETIN
5jxn,THERMOLYSIN
5v79,DIHYDROPTEROATE SYNTHASE
6i65,ESTROGEN-RELATED RECEPTOR GAMMA
6py0,SERUM AMYLOID A-3 PROTEIN
1o5a,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
2j78,BETA-GLUCOSIDASE A
3d2e,HEAT SHOCK PROTEIN HOMOLOG SSE1
4ufh,GALACTOCEREBROSIDASE
5x62,CARNOSINE N-METHYLTRANSFERASE
6eiq,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE
6j1l,NUCLEAR RECEPTOR ROR-GAMMA
1fh9,"BETA-1,4-XYLANASE"
2b07,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
2fqo,S-RIBOSYLHOMOCYSTEINE LYASE
4d3h,PSTA
4ge1,BIOGENIC AMINE-BINDING PROTEIN
4q4r,QUEUINE TRNA-RIBOSYLTRANSFERASE
6eeo,CARBONIC ANHYDRASE 2
6g9u,CARBONIC ANHYDRASE 9
6m8q,CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR SUBUNIT 3
6rtw,PROTEIN PATCHED HOMOLOG 1
2jh5,THROMBIN
2pvm,"CASEIN KINASE II, ALPHA SUBUNIT"
3pfp,3-DEOXY-D-ARABINO-HEPTULOSONATE 7-PHOSPHAT
4da5,CHOLINE KINASE ALPHA
4ea2,DEHYDROSQUALENE SYNTHASE
4jfk,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5
4q3u,ARGINASE
5ivy,LYSINE-SPECIFIC DEMETHYLASE 5A
5ny1,CARBONIC ANHYDRASE 2
5w44,POLYMERASE ACIDIC PROTEIN
6hqy,HISTONE DEACETYLASE
6qr3,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
3qw5,BOTULINUM NEUROTOXIN A LIGHT CHAIN
4kwo,QUEUINE TRNA-RIBOSYLTRANSFERASE
5fut,CHOLINE KINASE ALPHA
5jss,THERMOLYSIN
1m2r,"CASEIN KINASE II, ALPHA SUBUNIT"
1r5y,QUEUINE TRNA-RIBOSYLTRANSFERASE
1ro6,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4B"
2xd9,3-DEHYDROQUINATE DEHYDRATASE
2xdx,HEAT SHOCK PROTEIN HSP90-ALPHA
3o8p,MITOGEN-ACTIVATED PROTEIN KINASE 14
3pd8,GLUTAMATE RECEPTOR 2
4m0y,TYROSINE-PROTEIN KINASE ITK/TSK
4n07,GLUTAMATE RECEPTOR 2
4ymh,PUTATIVE SAM-DEPENDENT O-METHYLTRANFERASE
5dbm,CREB-BINDING PROTEIN
5efj,HDAC6 PROTEIN
5iwg,HISTONE DEACETYLASE 2
5uc4,HEAT SHOCK PROTEIN HSP90-BETA
5vb5,NUCLEAR RECEPTOR ROR-GAMMA
6epy,PERIPLASMIC ALPHA-GALACTOSIDE-BINDING PROTEIN
6qi7,BETA-LACTOGLOBULIN
1j01,"BETA-1,4-XYLANASE"
3cm2,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 4
3s78,CARBONIC ANHYDRASE 2
3tfp,DEHYDROSQUALENE SYNTHASE
4mhy,"GLUTAMINYL CYCLASE, PUTATIVE"
4mq6,PANTOTHENATE SYNTHETASE
4rd3,TRANSLATION INITIATION FACTOR 2 SUBUNIT GAMMA
4zji,SERINE/THREONINE-PROTEIN KINASE PAK 1
5j8u,HEAT SHOCK PROTEIN HSP90-ALPHA
5mes,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1
6b4l,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
6np3,AMINOGLYCOSIDE N(3)-ACETYLTRANSFERASE
1f4g,THYMIDYLATE SYNTHASE
1gpn,ACETYLCHOLINESTERASE
1rpj,PRECURSOR OF PERIPLASMIC SUGAR RECEPTOR
2wnj,ACETYLCHOLINE RECEPTOR
3g3r,VACUOLAR TRANSPORTER CHAPERONE 4
3gsm,BETA-HEXOSAMINIDASE
4e67,SERINE/THREONINE-PROTEIN KINASE PLK1
4q3t,ARGINASE
5yyf,PROTEIN AF-9
6fe0,CARBONIC ANHYDRASE 9
6ql1,CARBONIC ANHYDRASE 2
1dl7,"ANTIBODY M3C65, LIGHT CHAIN"
3bft,GLUTAMATE RECEPTOR 2
3mho,CARBONIC ANHYDRASE 2
3nw3,PEPTIDOGLYCAN RECOGNITION PROTEIN 1
3s0b,OBP14
4hw3,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
5cu4,"CASEIN KINASE II, ALPHA SUBUNIT"
5i2f,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1
5nw2,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5tuo,ALPHA-CARBONIC ANHYDRASE
5vd0,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
6ftw,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D"
6q54,GLUTAMATE RECEPTOR 2
2weg,CARBONIC ANHYDRASE 2
3bwj,CAMP-DEPENDENT PROTEIN KINASE
4kzu,TANKYRASE-2
4mme,TRANSPORTER
4oc0,GLUTAMATE CARBOXYPEPTIDASE 2
4yxi,CARBONIC ANHYDRASE 2
6o5t,BETA-LACTAMASE CLASS B VIM-2
6rfw,PHOSPHODIESTERASE
2usn,STROMELYSIN-1
2xjj,HEAT SHOCK PROTEIN HSP90-ALPHA
3cj4,RNA-DIRECTED RNA POLYMERASE
3hf8,TRYPTOPHAN 5-HYDROXYLASE 1
3wmc,N-ACETYLGLUCOSAMINIDASE
4zbi,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
5jvi,THERMOLYSIN
5t8o,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 14
6faf,CARBONIC ANHYDRASE 1
6if0,LIPID-TRANSFER PROTEIN CERT
6nyv,SPASTIN
1alw,CALPAIN
1g74,ADIPOCYTE LIPID-BINDING PROTEIN
1k9s,PURINE NUCLEOSIDE PHOSPHORYLASE
1qy1,MAJOR URINARY PROTEIN
1zhy,KES1 PROTEIN
2h4g,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
2nn7,CARBONIC ANHYDRASE 1
2nt7,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
2oxy,"CASEIN KINASE II, ALPHA SUBUNIT"
2zft,TRYPSIN
3bva,HIV-1 PROTEASE
3dx3,ALPHA-MANNOSIDASE II
3hzv,"ANTIBODY S73-2 FAB (IGG1K), LIGHT CHAIN"
3o9p,PERIPLASMIC MUREIN PEPTIDE-BINDING PROTEIN
3uo4,SERINE/THREONINE-PROTEIN KINASE 6
4dko,HIV-1 GP120 CORE
4dkr,HIV-1 GP120 CORE
4uj1,CAMP-DEPENDENT PROTEIN KINASE
4zeb,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
5g60,"ABC TRANSPORTER, SUBSTRATE-BINDING PROTEIN"
5nw0,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
6iez,LIPID-TRANSFER PROTEIN CERT
2p7g,ESTROGEN-RELATED RECEPTOR GAMMA
3wtj,ACETYLCHOLINE-BINDING PROTEIN
1drv,DIHYDRODIPICOLINATE REDUCTASE
1o3l,TRYPSIN BETA
2h21,"RIBULOSE-1,5 BISPHOSPHATE CARBOXYLASE/OXYGENASE"
2zfs,TRYPSIN
3d0b,HEAT SHOCK PROTEIN HSP90-ALPHA
3fuz,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
3jvs,SERINE/THREONINE-PROTEIN KINASE CHK1
3sr4,"HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-79 SPECIFIC"
4a4v,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
4aqh,PLASMINOGEN ACTIVATOR INHIBITOR 1
4ht2,CARBONIC ANHYDRASE 12
4leq,QUEUINE TRNA-RIBOSYLTRANSFERASE
4pv5,LACTOYLGLUTATHIONE LYASE
4rfr,ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE ALKB
4uac,CARBOHYDRATE ABC TRANSPORTER SUBSTRATE-BINDING PROT
4w9k,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5cqu,"CASEIN KINASE II, ALPHA SUBUNIT"
6gfs,BETA-LACTOGLOBULIN
6u8o,WD REPEAT-CONTAINING PROTEIN 5
1dhj,DIHYDROFOLATE REDUCTASE
1hmr,FATTY ACID-BINDING PROTEIN
1hp5,BETA-N-ACETYLHEXOSAMINIDASE
1n4h,NUCLEAR RECEPTOR ROR-BETA
1yc4,HEAT SHOCK PROTEIN HSP90-ALPHA
1yda,CARBONIC ANHYDRASE 2
2bok,COAGULATION FACTOR X
2xxr,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 2"
3s0e,OBP14
4iue,TANKYRASE-2
4og3,MENIN
5sym,ACYL-PROTEIN THIOESTERASE 1
5tpx,HISTONE ACETYLTRANSFERASE GCN5
6e5t,RETINOL-BINDING PROTEIN 1
2zq2,TRYPSIN
4db7,DIHYDROPTEROATE SYNTHASE
4lbu,QUEUINE TRNA-RIBOSYLTRANSFERASE
5oaj,ACETYLCHOLINE RECEPTOR
6f3b,CARBONIC ANHYDRASE 1
1sld,STREPTAVIDIN
2fqy,MEMBRANE LIPOPROTEIN TMPC
2hzl,TRAP-T FAMILY SORBITOL/MANNITOL TRANSPORTER
2pwc,HIV-1 PROTEASE
3ove,GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2
3qox,"HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-79 SPECIFIC"
3tfn,DEHYDROSQUALENE SYNTHASE
4fs4,BETA-SECRETASE 1
5er2,ENDOTHIAPEPSIN
5evz,78 KDA GLUCOSE-REGULATED PROTEIN
5g1a,HISTONE DEACETYLASE-LIKE AMIDOHYDROLASE
5vcy,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
6ecz,CARBONIC ANHYDRASE 2
1k1i,TRYPSIN BETA
2p7z,ESTROGEN-RELATED RECEPTOR GAMMA
3pb9,GLUTAMINYL-PEPTIDE CYCLOTRANSFERASE-LIKE PROTEIN
4cd4,"ENDO-1,4-BETA MANNANASE, PUTATIVE, MAN26C"
1b58,OLIGO-PEPTIDE BINDING PROTEIN
1fiv,FIV PROTEASE
1izi,HIV-1 PROTEASE
2e91,GERANYLGERANYL PYROPHOSPHATE SYNTHETASE
2pvh,"CASEIN KINASE II, ALPHA SUBUNIT"
2pwr,HIV-1 PROTEASE
3gs6,BETA-HEXOSAMINIDASE
3t8v,M1 FAMILY AMINOPEPTIDASE
4qnb,CAPSID PROTEIN P24
4xas,METABOTROPIC GLUTAMATE RECEPTOR 2
5ew0,BETA-LACTAMASE
5l4i,TRANSTHYRETIN
5vja,DEATH-ASSOCIATED PROTEIN KINASE 3
6fag,CARBONIC ANHYDRASE 1
1b38,CELL DIVISION PROTEIN KINASE 2
1g7g,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
1jzs,ISOLEUCYL-TRNA SYNTHETASE
2euk,GLYCOLIPID TRANSFER PROTEIN
2f7p,ALPHA-MANNOSIDASE II
2j4g,O-GLCNACASE BT_4395
2jdp,FUCOSE-BINDING LECTIN PA-IIL
2wly,CHITINASE A
3dln,GLUTAMATE RECEPTOR 3
3ip6,"ABC TRANSPORTER, SUBSTRATE BINDING PROTEIN"
3lxe,CARBONIC ANHYDRASE 1
3v3q,NUCLEAR RECEPTOR SUBFAMILY 4 GROUP A MEMBER 1
4dkq,HIV-1 GP120 CORE
4h75,SPINDLIN-1
4mr6,BROMODOMAIN-CONTAINING PROTEIN 2
4oc1,GLUTAMATE CARBOXYPEPTIDASE 2
4x8o,ADENYLATE KINASE
4zzd,"TRANSCRIPTIONAL REGULATOR, PADR-LIKE FAMILY"
5i88,BROMODOMAIN-CONTAINING PROTEIN 4
5l7e,MINERALOCORTICOID RECEPTOR
5nw1,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5z7j,LACTONASE FOR PROTEIN
6d5g,GTPASE HRAS
6eis,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE
6i17,FASCIN
5o87,ACETYLCHOLINE RECEPTOR
6d19,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC
6fsy,BROMODOMAIN-CONTAINING PROTEIN 4
1afk,RIBONUCLEASE A
1ii5,HYPOTHETICAL PROTEIN SLR1257
2ews,PANTOTHENATE KINASE
2j7b,BETA-GLUCOSIDASE A
2jgs,CIRCULAR PERMUTANT OF AVIDIN
2vwc,HEAT SHOCK PROTEIN HSP82
3ljo,TRYPSIN
3ozp,N-ACETYLGLUCOSAMINIDASE
4btk,TAU-TUBULIN KINASE 1
4er1,ENDOTHIAPEPSIN
4gfo,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2
4mpn,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME
4rd0,TRANSLATION INITIATION FACTOR 2 SUBUNIT GAMMA
6eqv,FURIN
6g38,SERINE/THREONINE-PROTEIN KINASE HASPIN
2x7t,CARBONIC ANHYDRASE 2
2yfe,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
3f8f,"TRANSCRIPTIONAL REGULATOR, PADR-LIKE FAMILY"
4k77,TYROSINE-PROTEIN KINASE JAK1
4lyw,BROMODOMAIN-CONTAINING PROTEIN 4
4xip,HEAT SHOCK PROTEIN HSP90-ALPHA
5jt9,THERMOLYSIN
6b97,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE"
6elp,HEAT SHOCK PROTEIN HSP90-ALPHA
1lcp,LEUCINE AMINOPEPTIDASE
1sln,STROMELYSIN-1
2b1g,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH
2d3z,RNA-DIRECTED RNA POLYMERASE
2za0,GLYOXALASE I
3b26,HEAT SHOCK PROTEIN HSP90-ALPHA
3fee,GLUTAMATE CARBOXYPEPTIDASE 3
5i2e,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1
5ko1,MIXED LINEAGE KINASE DOMAIN-LIKE PROTEIN
5nk8,EPHRIN TYPE-A RECEPTOR 2
2j75,BETA-GLUCOSIDASE A
3mzc,CARBONIC ANHYDRASE 2
4yha,ALPHA-CARBONIC ANHYDRASE
6cwn,SURFACE (S-) LAYER GLYCOPROTEIN
1a4r,G25K GTP-BINDING PROTEIN
1cps,CARBOXYPEPTIDASE A
1elc,ELASTASE
1pxp,CELL DIVISION PROTEIN KINASE 2
1wur,GTP CYCLOHYDROLASE I
2xj7,O-GLCNACASE BT_4395
2yz3,METALLO-BETA-LACTAMASE
3pwd,"CASEIN KINASE II, ALPHA SUBUNIT"
3zj6,RAUCAFFRICINE-O-BETA-D-GLUCOSIDASE
4v27,GLYCOSYL HYDROLASE FAMILY 71
5cy9,BROMODOMAIN-CONTAINING PROTEIN 4
5nxi,CARBONIC ANHYDRASE 2
5wyx,TOLL-LIKE RECEPTOR 8
6dar,WD REPEAT-CONTAINING PROTEIN 5
6idg,ANTI-(6-4) PHOTOPRODUCT ANTIBODY 64M-5 FAB (LIGHT CHAIN)
3g19,ATP-DEPENDENT CLP PROTEASE ADAPTER PROTEIN CLPS
5fho,GLUTAMATE RECEPTOR 2
5op5,SERINE/THREONINE-PROTEIN KINASE CHK1
6b1k,MACROPHAGE MIGRATION INHIBITORY FACTOR
6bbx,GLYOXALASE/BLEOMYCIN RESISANCE PROTEIN/DIOXYGENASE
6plf,D-3-PHOSPHOGLYCERATE DEHYDROGENASE
1c5x,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
1mai,PHOSPHOLIPASE C DELTA-1
2fqw,MEMBRANE LIPOPROTEIN TMPC
2iwx,HEAT SHOCK PROTEIN HSP82
2qbs,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
3o75,FRUCTOSE TRANSPORT SYSTEM REPRESSOR FRUR
3su1,NS3/4A PROTEASE
3zhx,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE
4ca8,ANGIOTENSIN-CONVERTING ENZYME
4ew2,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE
5o4f,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3"
6ayi,HTH-TYPE TRANSCRIPTIONAL REGULATOR UIDR
2jew,CARBOXYPEPTIDASE B
2xn5,THYROXINE-BINDING GLOBULIN
5a6x,FUCOSE-BINDING LECTIN PA-IIL
5fs5,FIMH PROTEIN
5yhe,NICKEL ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN
5z66,PERIPLASMIC TREHALASE
1b0h,OLIGO-PEPTIDE BINDING PROTEIN
1b3g,OLIGO-PEPTIDE BINDING PROTEIN
1eld,ELASTASE
1f3e,QUEUINE TRNA-RIBOSYLTRANSFERASE
1koj,GLUCOSE-6-PHOSPHATE ISOMERASE
1nki,PROBABLE FOSFOMYCIN RESISTANCE PROTEIN
2a5s,N-METHYL-D-ASPARTATE RECEPTOR NMDAR2A SUBUNIT
2evl,GLYCOLIPID TRANSFER PROTEIN
2oxx,"CASEIN KINASE II, ALPHA SUBUNIT"
2py4,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE
3eko,HEAT SHOCK PROTEIN HSP90-ALPHA
3hzk,ANTIBODY FAB FARGMENT S73-2
3mhi,CARBONIC ANHYDRASE 2
3pck,"PROTOCATECHUATE 3,4-DIOXYGENASE"
3pgu,LONG-CHAIN FATTY ACID TRANSPORT PROTEIN
3t60,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE
3t64,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE
4ewn,IMIDAZOLE GLYCEROL PHOSPHATE SYNTHASE SUBUNIT HISF
4f09,TYROSINE-PROTEIN KINASE JAK2
4io2,GLUTAMATE RECEPTOR 1
4jyc,METHYLMALONYL-COA MUTASE ACCESSORY PROTEIN
4jz1,SUPPRESSOR OF TUMORIGENICITY 14
4m13,TYROSINE-PROTEIN KINASE ITK/TSK
4m14,TYROSINE-PROTEIN KINASE ITK/TSK
4o2p,TYROSINE-PROTEIN KINASE SRC
5g17,HISTONE DEACETYLASE-LIKE AMIDOHYDROLASE
5g5v,PHOSPHODIESTERASE B1
5nvv,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
6ebe,CARBONIC ANHYDRASE 2
6i67,ESTROGEN-RELATED RECEPTOR GAMMA
6n9l,UVRABC SYSTEM PROTEIN A
6rfn,PHOSPHODIESTERASE
2f94,FARNESYL DIPHOSPHATE SYNTHASE
4cd5,"ENDO-1,4-BETA MANNANASE, PUTATIVE, MAN26C"
4pvy,FARNESYL PYROPHOSPHATE SYNTHASE
5odx,HEAT SHOCK PROTEIN HSP90-ALPHA
5op4,SERINE/THREONINE-PROTEIN KINASE CHK1
5tt3,ALPHA-CARBONIC ANHYDRASE
6ghh,BETA-LACTOGLOBULIN
1rbp,RETINOL-BINDING PROTEIN 4
2jdu,FUCOSE-BINDING LECTIN PA-IIL
2vpn,PERIPLASMIC SUBSTRATE BINDING PROTEIN
2xc0,COAGULATION FACTOR XA
3aqt,"BACTERIAL REGULATORY PROTEINS, TETR FAMILY"
3gst,GLUTATHIONE S-TRANSFERASE (ISOENZYME 3-3)
3l4v,MALTASE-GLUCOAMYLASE
3l4z,MALTASE-GLUCOAMYLASE
4djv,BETA-SECRETASE 1
4flp,BROMODOMAIN TESTIS-SPECIFIC PROTEIN
4i74,INOSINE-ADENOSINE-GUANOSINE-NUCLEOSIDE HYDROLASE
4o0a,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT
5o58,PHOSPHODIESTERASE TM1595
5vb7,NUCLEAR RECEPTOR ROR-GAMMA
5wa5,BROMODOMAIN-CONTAINING PROTEIN 4
5ya5,HEPATOCYTE GROWTH FACTOR RECEPTOR
5zhl,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
6fo5,BROMODOMAIN-CONTAINING PROTEIN 4
6qr9,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
1wvj,GLUTAMATE RECEPTOR 2
4pum,QUEUINE TRNA-RIBOSYLTRANSFERASE
4r5b,CARBONIC ANHYDRASE 2
4w9h,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
5am6,FIBROBLAST GROWTH FACTOR RECEPTOR 1
5ia0,EPHRIN TYPE-A RECEPTOR 2
5js3,THERMOLYSIN
1add,ADENOSINE DEAMINASE
1usi,LEUCINE-SPECIFIC BINDING PROTEIN
2x91,ANGIOTENSIN-CONVERTING ENZYME
2zc9,THROMBIN LIGHT CHAIN
2zgx,THROMBIN LIGHT CHAIN
3dgo,ATP-BINDING PROTEIN-DX
3fzy,RTX TOXIN RTXA
3m67,CARBONIC ANHYDRASE 2
3oim,CARBONIC ANHYDRASE 2
4ca6,ANGIOTENSIN-CONVERTING ENZYME
4ew3,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE
4f9y,MITOGEN-ACTIVATED PROTEIN KINASE 14
4lxz,HISTONE DEACETYLASE 2
5j27,HEAT SHOCK PROTEIN HSP90-ALPHA
5nk2,EPHRIN TYPE-A RECEPTOR 2
5za9,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
6i66,ESTROGEN-RELATED RECEPTOR GAMMA
6i8y,SPINDLIN-1
6qqz,TRNA (GUANINE-N(1)-)-METHYLTRANSFERASE
3ikd,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTIN
4cwt,HEAT SHOCK PROTEIN HSP90-ALPHA
6faa,PUTATIVE MRNA SPLICING FACTOR
2on6,PURINE NUCLEOSIDE PHOSPHORYLASE
4pvx,FARNESYL PYROPHOSPHATE SYNTHASE
5wa9,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1
6f9v,ANGIOTENSIN-CONVERTING ENZYME
1o30,TRYPSIN BETA
1o3j,TRYPSIN BETA
1om1,"CASEIN KINASE II, ALPHA SUBUNIT"
1ony,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
1qb1,TRYPSIN
3fas,GLUTAMATE RECEPTOR 4
3fvn,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
3m40,CARBONIC ANHYDRASE 2
4cwp,HEAT SHOCK PROTEIN HSP90-ALPHA
4loi,STIMULATOR OF INTERFERON GENES PROTEIN
4x48,GLUTAMATE RECEPTOR 2
5ayt,TRANSTHYRETIN
5fh8,PROTEIN POLYBROMO-1
5nvw,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2
6g2o,HISTONE-LYSINE N-METHYLTRANSFERASE NSD3
3gcu,MITOGEN-ACTIVATED PROTEIN KINASE 14
5yh8,NICKEL ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN
5zaf,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
6g7a,CARBONIC ANHYDRASE 12
6sbt,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
2rcb,GLUTAMATE [NMDA] RECEPTOR SUBUNIT 3B
3su0,NS3/4A PROTEASE
4ogj,BROMODOMAIN-CONTAINING PROTEIN 4
5y94,BROMODOMAIN-CONTAINING PROTEIN 4
6s4n,OXYSTEROLS RECEPTOR LXR-BETA
1fl3,BLUE FLUORESCENT ANTIBODY 19G2
1nq7,NUCLEAR RECEPTOR ROR-BETA
1p1n,GLUTAMATE RECEPTOR 2
2xhm,ANGIOTENSIN-CONVERTING ENZYME
3c88,BOTULINUM NEUROTOXIN A LIGHT CHAIN
3fx6,CARBOXYPEPTIDASE A1
3s2v,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
5j8m,HEAT SHOCK PROTEIN HSP90-ALPHA
5nk6,EPHRIN TYPE-A RECEPTOR 2
6i62,ESTROGEN-RELATED RECEPTOR GAMMA
6np2,AMINOGLYCOSIDE N(3)-ACETYLTRANSFERASE
2uwp,COAGULATION FACTOR X
5zae,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B
1drk,D-RIBOSE-BINDING PROTEIN
1fhd,"BETA-1,4-XYLANASE"
1jeu,OLIGO-PEPTIDE BINDING PROTEIN
1k1n,TRYPSIN
1lrh,AUXIN-BINDING PROTEIN 1
1o38,TRYPSIN BETA
1uwf,FIMH PROTEIN
2b1i,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH
2c94,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE"
2oxd,"CASEIN KINASE II, ALPHA SUBUNIT"
2pym,HIV-1 PROTEASE
2rfh,CARBOXYPEPTIDASE A
2v8w,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E
2xyd,ANGIOTENSIN-CONVERTING ENZYME
2zq0,ALPHA-GLUCOSIDASE SUSB
3dx2,ALPHA-MANNOSIDASE II
3m3x,CARBONIC ANHYDRASE 2
3s75,CARBONIC ANHYDRASE 2
4nue,BROMODOMAIN-CONTAINING PROTEIN 4
4qy3,CARBONIC ANHYDRASE 2
5exw,78 KDA GLUCOSE-REGULATED PROTEIN
5vcv,MEMBRANE-ASSOCIATED TYROSINE- AND THREONINE-SPECIFIC CDC2
2xnb,CELL DIVISION PROTEIN KINASE 2
6e7r,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
1bhx,THROMBIN ALPHA
2y5g,COAGULATION FACTOR XA
3ewj,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17"
4kn1,FOLATE RECEPTOR BETA
5cep,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12
6csr,HDAC6 PROTEIN
1ele,ELASTASE
1g30,PROTHROMBIN
1lkk,P56 TYROSINE KINASE
1os5,RNA-DIRECTED RNA POLYMERASE
